Duygu,Yorum
0,benm indrme hizim mbps yukleme hizida mbps gozukuyor ben bunun icinmi para oduyorm neden bole dusuk musteri hizmetleriniz cvp vermiyor geri donus yapan yok bune sorumsuzluk ya
0,artik benimle iletisime gecsin biri hattimi kapatip gundur acmamak demek demek
0,ordu asiisst calisan kisilere buyuk kiyak yapiliyor basarili olanlar yerinde sayiyor basarisiz olanlar arkasina almislar yoneticileri yukseliyorlar hani basari kalite universite mezunu onemliydi hak yiyorsunuz hakk
1,gazi mustafa kemal ataturk sehitlerimiz minnetle aniyoruz turkiye cumhuriyeti ilelebet payidar kalacaktir mutlu turk diyene
0,telefon numaramida mesaj bolumune birakicam bakalim arayacakmisiniz arayipda mazaret soyleyeceksiniz
0,aloooooooooooo yazacak cevaniz varmiiiiiii reziliginizeeeeeeeeee yildirrrrrrrr halt yapamadinizzzzzzzz bakalim yil sonra yapacaksinizzzzzzzz
0,ariyorum hatlarinizi papagan gibi ezberlemis kac bilginin disinda pok bilmeyen elemanlar muhatap oluyorummmmmmmmmm
0,ne yapmmai istiyorsunuz yasinda genel mudurlugunuzun onune gelip eylemmi yapayim medyayi cagirip catiyami cikayim yoksa yastan sonra soyunup kapnizin onunde isyan bayragimi cekeyim
0,tammmmmmmmm yildir yilda bilemedin yilda beni icaraya verip evime icra takipi yolluyorsunuz bennnnn sirf beni aramayin diye icra dairesine hakisiz yere borclandirdiginiz parayid ayatirdim
0,ankara hukuk isleri muduru olayi kavradi icara isemini geri cejti hata olmus biz icra slemini geri cektik dedi ancak ttnet ozellesti biz ttneti sattik borcu devrir islemi oldu diger konuyu ttnetle cozeceksiniz dedi
0,bizde ayni dert mevcut zaman avea turktelekom gecsem hep pisman oluyorum aksi gibi ucuz mesela internetim var bitmesini birak sartlarda bitirebilmek bile huner istiyor yalniz sehir merkezlerinde ceken alt yapi mevcut dag basinda sanacaklar simdi beni
0,aradan kadar zaman gecti bilmiyorum ameliyatdan yeni kalkmisim bana icra tebligati geldi hem telekomdan hemde ttnetden istanbuldan ankaraya hirsa gittim sincan icra dairesini buldum itirazimi yaptim faydasi yokkkkkkkkkkkk
0,yilinda kizimin durumu oglumun egitimi icin ankara sincanda tuttum telefon internet aldim sincandan gata askeri hastannin yakina sehir ici nakil istedim nakil yapamiyacagimi turkiye genelinde yasakli oldugumu soylediler kim yasaklamis diye sordugumda bartin telekom mudurlugunun yazisi yasakli oldugum soylendi nakil islemim yapilmadi
0,buradan yaziyorum bastan asagiya daha beni icraya verirseniz dava acicam sahsimi maddi manavi zarar ugrattigindan dolayi herkezs okusun nasil isletme oldugunuzu anlasinlar
1,mesaj bolumu uzerinden telefon numarasi gonderin diyorsunuz gonderdik hic ilgi olmadi gundur internet hicbirsye girmiyor ping sorunu var
1,hergun blog bhaisi verip kazandiriypr takipte kalin blog bahsi vercek
0,operator birlesip halt yapamayan ilk operatorsunuz yemin ederim boyle yavas internet gormedim bide reklam cekmissiniz fiberliyoruz diye siz fiberlemeyi tamamen yanlis anlamissiniz herhalde izledigimiz dakikalik videolarda bile kasan internet sebekesine sahisiniz gelmis gecmeye calisiyosunuz once gidin gdeki hatalariinizi duzeltin hatta bence siz gelin modeminizi internet kablonuzu alin gidin geregi yok sizin gibi internet sahibinin
0,sizin sagladiginiz internetle buraya koydugunuz videolari bile izliyemiyoruz gerizekalilar artik cigrindan cikiyor faturam odendikten gun sonra internet kotam nasil oluyorsa doluyor gunde hizla lik dosya iner upload edilir ama musteri hizmetleriniz kesin bilgi verip telefonu kapatiyor sozde mbps zorla verdiginiz internetten suan mbps hizla sosyal medyaya bile giremiyorum kaliteden bahsediyorsunuz reklam kokan hareketler yapiyorsunuz ama sizde sadece parayi alana kadar aldiginiz paralar haram zikkim olsun hepinize
1,kardesim internet keslip duruyor yardim ederimisin
0,limitsiz olan net paketinde adil kota demek oluyor biz aylik odemeyi kabul ettigimiz halde ben kullanmadim yeter demek gibi bisey siz bunu kabul etmiyorsunuz bizim adil kotanizi kabul etmemizi bekliyorsunuz paketlerdeki limitsiz ibaresini kaldirin yada sozluk alip kelimenin anlamina bakin isiniz gucunuz yalan dolan
0,kullandigin hakki kadar boyle yavas
0,siz bizim tarihimizle degil paramizla ilgileniyorsunuz
1,sehitleri anan firma icin paylasimda bari amin yazin
0,su andaki paylastiginiz video nuzu bile izleyemiyorum kadar kotu internetiniz varki nisandan sonra hicbirsey degismezse hattimi tasiyacagim tuketici yoluyla sozlesmemi iptal ettirecegim
0,burdan turk telekom yetkilerine sesleniyorum sikayet nmr ondan sora oldu daha sora oldu ama netice yok tivu iptal etmeme ragmen bende tam tivu parasi kestiler daha sora ozur dileriz paranizi iade ederiz faturadan duseriz dediler ama tam tersi yapip daha fatura cikartip kestiler tam haksiz fatura kestiler emde ayi once teslim etigim cihazin parasini kestiler sora yanlislik olmus dediler biz size tum parayi iade edelim dediler iban numarasi verin dediler hafta gondeririz dediler tam ayi oldu hayle para gondermediler tam gundur hergin ariyorum cagri merkezini kisa zamanda size donecekler diyorlar veya kendi kendine siz ibani degistirdiniz diyorlar sayre sayre bukadar olmaz hey yetkili bumudur turk telekom lutfen parami iade edin insanlarla bukadar dalga gecmeyin dip not bide benim internet telefon hatim var praim musteriyimisim eger iptal etsem hati aninda aranir iptal etmeyim diye dil dokersiniz lutfen parami iade edin bana nasil ulasacaginizi bilirsiniz siz lutfen yetkili turk telekom
0,benim aylik faturam lira gelmesi gerekirken lira geldi magduriyetimin giderilmesini yanlisin acilen duzeltilmesini istiyorum
1,merhaba talebiniz ilgili incelemeler devam etmektedir sonuclandiginda tarafiniza bilgi verilecektir
0,merhaba vodafone olan hattimi avea gecirmek icin nisan zonguldak merkez turhan iletisime basvurdum hat gecirme islemi nisan kadar gerceklestirmedikleri icin islemin iptalini istedim ancak islem iptal edilmemis nisan avea gecisim gerceklesti bayiye islem iptal edilmedi dedim zonguldak turhan iletisim kovuldum
0,ben ilk olarak mp internet basladim ttnet musteri hizmetlerinden beni arayarak mp internete ilk tl tl bildirerek benim paket degisikligini yapti bana ay olarak bildirdi baslama tarihi oldugu ilk ayda asmicani inci ayda asmicani bildirdi ama paketin kalan suresini bildirmedi yani paket baslama bitis tarih lerini yanlis bilgilendirme yapti tarihi nden sayica yapar tarih sonra olur benim anladigim sekilde yapilan yanlis bilgilendirmeler sonucunda turk telekom olarak musteri kaybedersiniz turk telekom olarak musteri kazanmakmi istersiniz yoksa kazanicaniz musterileri kaybetmekmi istersiniz yani ben benim gibi musteri butun sosyal paylas sitelerinde yanlis bilgilendirme eksik bilgilendirme yaniltici bilgilendirmeler yaparak haksiz kazanc sagliyorsunuz bunun icin benim ttnet yapmis oldum telefon kayitlar incelemenizi yanlis lik lari duzeltmenizi talep ediyorum diye sikayet bulundum sonuc olarak beni hakli buldular ama kendi yaptiklari hatayi duzeltemiceklerini soylediler bende bunu butun sosyal paylas sitelerinde paylas cam kesinlikle turk telekom kulanmayin yanlis bilgilendirme eksik bilgilendirme yaniltici bilgilendirme yaparak haksiz kazanc sagliyorsunuz hak imi helal etmiyorum hakim haram olsun tum turk telekom calisanlari na
0,gunde cevabi aradin
0,en son yetkili ilyas bey gorustum sey yapamiyacaklarini sistemin boyle calistigini soyledi bende haram paraya rizikla dedim esastan haram dir para tl firavun yapmaz bunu keske numarami iptal etseniz sarlatan firmadan kurtulsam
0,aylik lira gelen faturali mobile hattima lira aylik lira gelen faturali mobile hattima lira fatura gonderilmis cagri merkezinize ulasamiyorum sozde oldu ronalda reklamda oynadi sanirim odediginiz milyon dolari kullanicilara fatura olarak gonderiyorsunuz acil bilgi bekliyorum insanlari sekilde dolandiramazsiniz normal faturanin kati fatura cikarilmaz boyle dolandiricilik olamaz acil donus olmaz ise konuyu tuketici haklarina tasiyacagim acil donus bekliyorum
1,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
0,meraba yeniyil paketini yapmak istiyordum hattimda olmadigi halde mesaj attim yukledigimde otomatik olarak yapilacaktir mesaji aldim bende eski paketi paketim iptal oldu diye dusundum yukledigimde yapilan paket yine eski paketimdi ben daha paketi kullanmak istemiyorum ayrica martta basvurusu biticek olan haftada gun internet kampanyasindan paketimle faydalanamiyorum yeniyil paketine gecisimin yapilmasini istiyorum olayda bugun oldu simdi size smsi aticam
1,merhaba bize ulasan talebinizle ilgili kisa surede sizinle iletisime gececegiz
0,telefon cekmiyorki ulasabilirseniz ararsiniz esimle aram acilacak nerdeyse tel meden hep kapali diye
0,aydir internetimiz yok once alt yapi sorunlarini giderin ronaldo degil obama reklam ceksen ezikliginin onune gecemezsin
0,yerim sizin hizmetinize adima adet hat benim bilgim disinda acilmis kapanmis sizde muhatap bulamiyorum tek tek mahkemede hesaplasacagim
0,turk telekom yildir cozemedigi sorunumu bugun ucretli bakim teklifinde bulunarak cozdugunu dusunuyor boyle yenilik yapiyorsunuz sizin icin musteri memnuniyeti onemli degil herhalde zaman bizde taahhut biter bitmez bizi onemseyen firmayla calisiriz
1,merhaba tarafiniza detayli bilgi verebilmemiz icin numaranizi mesaj bolumu uzerinden iletmenizi rica ederiz
0,musteri hizmetlerinden pinar hanimla yaptgim gorusme neticesinde hattimin tahahhutu once bittigini tum tanidiklarimin yuzde indirim aldgini bana indirim olup olmadgini sirdum yapamayacaklarini soylediler pazartesi vodefone gecmek zorunda kalacagimi soylememe ragmen bisey yapamayiz dediler gecmis olsun turt telekom aveanin musteri hizmetlerine abone daha kaybettiler fatih sert
0,turk telekom gorusmedigim musteri temsilcisi gorusmedigim bolge mudurlugu kalmadi kac kere dilekce verdigimi ben unutum ama hala izmirin gobeginde oturmama ragmen senedir alt yapiyi getiremdiniz lutfen gerekeni yapiniz fiber fiber diye dunya kadar reklam yapacaginiza sehrin gobeginde alt yapisiz olan yerleri once cozun aramaya tenezzul edersiniz arayin zahmet
1,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
0,turk telekoma gecmeyi dusununlerin dikkatine sariyer subenize defa gidip defa olmus babamin hattini iptal icin dilekce verdigim halde tum belgeler tam hat hala calisiyor call centerdan surekli telefon aliyoruz parayi odememiz gerektigine dair vefat etmis olan yakinima hassasiyet gostermemenizi gectim yasal olarak verdigim dilekceyi defa kabul etmeyerek olmus insanin kullan madigi hatta fatura kesmeye devam ediyorsunuz call center sube sorumluluk aliyor ikisi birbirine yonlendiriyor hicbir sey icin tesekkur ederim facebookta boyle seyler paylasacak insanlardan olacagimi dusunmezdim ama musteri memnuniyetine vermediginiz degeri insanlar gorsun istedim saygilar
0,kucukyali telekom mudurlugu erisim sebeke planlama bolumune ait numarali telefonlar hicbir sekilde acilmiyor santrali arayinca oradaki sekreter rahat sekilde onlar telefonlari acmiyorlar diyor
0,gaziantep gibi milyon nufuslu sehrin bin kisini oturdugu bolgede yasiyorum ancak yildir telefon cekmiyor evimde tane tlf degistim yine aynisi sonradan baktim komsularimda ayni sorunu yasiyor musteri hizmetlerini sorun konusunda sormak icin her defa ariyorum bolgede baz istasyonumuz yok diye cvp veriyorlar zaman yapilacagi konusunda cvp yok anlayacaginiz hizmet kalitesi yok desek daha dogru olur siz once alt yapiyi yapin sonra dolu dolu internet verin turk telekom diye reklam yapin ben cevreme onermiyorum hatta cevremde herkes tek tek iptal ediyor darisi benim basima tabi sozlesmem devam ediyor sozlesmem bittiginde
0,avea yeni geldim ama hic hediye vermiyosunuz
1,merhaba konuyu hemen incelemek isteriz irtibat numaranizi direkt mesaj olarak iletebilir misiniz
0,turk telekom yetkilileri beni arayarak taahhut bittigini sene daha uzatmak ister misiniz diye aradilar fiyat olarak aylik odeyecegimi soylediler fakat nedense her fatura oduyorum yalan soyleyerek yapiyorsunuz
0,sene olmus millet geciyor biz haalaa karacasar gulsehir nevsehir edge kullaniyoruz vodafonun bile var
1,tamam
0,onlarin akillarini alacagiz hele ptesi olsun lere mahkemeye ciksinlar
0,sende topla hocam ayrica telekom gop binasina topluca gidelim leride cagiralim gecen show haberde yaptigimiz gibi rezaleti turkiye gosterelim
0,sayin yetkili her sikayetimden sonra gelip taksit taksit yapan personeliniz gundur kutusunu takmadi telefon hatti kutusunu koyan arkadaslarin espri anlayisi super duvaralara yazdiklari yazilar insanin sinir katsayisini yukseltiyorlar her sikayetten sonra vida takip gidiyorlar nasil istir ayip kadar vicdansilik olmaz bunu yapan ekip istanbul beylikduzu adnan kahveci mahallesine bakan kimse onlar
0,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
0,rezil internetiniz var ttnet duzeltin sunu dava acacagim ayda toplasan gun internet kesintisi olur gunu harfiyen almayi biliyorsunuz adi herifler telefon hatlarina sayaci gibi internet sayaci baglatmali artik kullanmadigim kullanamadigim seyin parasini niye odeyip duruyoruz nedir kardesim
0,turk telekoma mesaj gonderiyom iletilmedi diyor acil yardim edin
0,daha kisa jenerik domain pahaliydi yani bunu turkiye dogru yazacak kisiye araba hediye edin siz birakin elin arabasina sahip cikmayi
1,galiba
0,inanmiyorsan bak telekom katta tek kademe zor cekiyor alt kata komsuya gidemiyorum kesinlikle cekmiyor
0,bugun bayinizdeydim bayanin biri kapidan iceri girdi sunlari soyledi sizde hat aldigim gune nalet olsun dedi kesinlikle cekmiyor dedi cikti gitti
0,he neymis arabani oldugu yeri bil siz once telefon sebekeleri duzenleyin rahat konusalim
0,ben ilk olarak mp internet basladim ttnet musteri hizmetlerinden beni arayarak mp internete ilk tl tl bildirerek benim paket degisikligini yapti bana ay olarak bildirdi baslama tarihi oldugu ilk ayda asmicani inci ayda asmicani bildirdi ama paketin kalan suresini bildirmedi yani paket baslama bitis tarih lerini yanlis bilgilendirme yapti tarihi nden sayica yapar tarih sonra olur benim anladigim sekilde yapilan yanlis bilgilendirmeler sonucunda turk telekom olarak musteri kaybedersiniz turk telekom olarak musteri kazanmakmi istersiniz yoksa kazanicaniz musterileri kaybetmekmi istersiniz yani ben benim gibi musteri butun sosyal paylas sitelerinde yanlis bilgilendirme eksik bilgilendirme yaniltici bilgilendirmeler yaparak haksiz kazanc sagliyorsunuz bunun icin benim ttnet yapmis oldum telefon kayitlar incelemenizi yanlis lik lari duzeltmenizi talep ediyorum diye sikayet bulundum sonuc olarak beni hakli buldular ama kendi yaptiklari hatayi duzeltemiceklerini soylediler bende bunu butun sosyal paylas sitelerinde paylas cam kesinlikle turk telekom kulanmayin yanlis bilgilendirme eksik bilgilendirme yaniltici bilgilendirme yaparak haksiz kazanc sagliyorsunuz hak imi helal etmiyorum hakim haram olsun tum turk telekom calisanlari na
0,merhaba nolu hattima ait ariza kayit olusturdum halen yapilmadi konuda magdur durumdayim kac gunluk zararim var ise karsilanmasini internet sosyal medya tum alanlara sikayetlerimi belirtecegimiz ayda odeme yapiyorum nasil acemize destek ekibi online hizmet lutfen kisa surece yardimci olmanizi rica ederim aksi durumda iptal ettircem tum hatlarimizi super online gecicem
0,aydir internetimiz yok once alt yapi sorunlarini giderin ronaldo degil obama reklam ceksen ezikliginin onune gecemezsin
0,sonuc maalesef yok masal dinliyoruz sadece
0,rezil telekom tvbu trt kurdi var trt meclis yok sacmalardan secmeler sozlesme bitsin daha isim olmaz
0,turkiyenin rezik sirketidir telekom gaziosmanpasa yildiztabyada uzun zamandir internet yok hafta oldu inanmayin fiberine sine adamlar normal interneti veremiyor sikayet etmedigim kalmadi maalesef bizim kurumlarda berbat faturalarim gelmeye devam ediyor telekomun ceo suna sesleniyorum istif senden olmaz
0,arkadaslar dikkatttt telekom faturalari kabartiyor gelmesi gereken fatura olarak geldi gun gec odendigi icinmis sozlesmede gecip kabul edip imzalamisiz telekom yeni oyunudur dikkat edin
1,merhaba bize ilettiginiz talebinizle ilgili kisa surede sizinle iletisime gececegiz
0,kizilayda babam polisdi neden verilmesi gidin brukswle verin pkkyi savunanlara
0,evde yerinde yada mobilde operatorunuz turk telekom ise turkiyede olay oldugunu anlamak basit olay daha haber sitelerine bile dusmeden face giremiyorsaniz internetiniz edge hizina dusmusse biliniz hukumet emriyle yapilan uygulama var ortada guzel ulkemde yine teror saldirisi soz konusu tur uygulama olmus olsa bile siz faturanizi hizmet almadiginiz gunler icin bile tam olarak odemek zorundasiniz arayip musteri hizmetlerini sebep sorarsaniz ulke genelinde ariza var internette yuzden derler ama diger operatorlerde niye yok ariza derseniz ariza sadece bizde derler diger sirketlerin sanki kendi adsl alt yapisi var gibi zekanizla dalga gecildigini hissedersiniz cozum ben buldum kendimce evdeki internetim zaten baska servis saglayicidaydi simdi isyerimi tum mobil hatlarimi diger sirketlere tasiyorum evet turk telekom ariza oldu ariza bittimi
